时段,短期预测风速,短期预测功率,实测风速,实测功率
01:30,3.83,7.70,4.60,5.52
01:45,3.85,7.73,3.90,3.09
02:00,3.88,7.79,3.16,1.73
02:15,3.89,7.57,3.46,2.23
02:30,3.91,7.33,3.97,3.36
02:45,3.93,7.13,3.76,3.00
03:00,3.94,7.08,3.57,2.42
03:15,3.96,7.07,3.31,1.75
03:30,3.98,7.02,2.75,0.77
03:45,4.02,7.14,1.82,0.03
04:00,4.07,7.31,2.06,0.06
04:15,4.11,7.58,2.11,0.11
04:30,4.14,7.81,1.91,-0.04
04:45,4.17,8.20,1.82,-0.06
05:00,4.17,8.55,1.57,-0.06
05:15,4.17,8.49,2.24,-0.03
05:30,4.16,8.32,1.33,-0.05
05:45,4.16,8.16,1.09,-0.05
06:00,4.14,7.96,1.32,-0.05
06:15,4.10,7.60,0.72,-0.05
06:30,4.03,7.24,0.58,-0.05
06:45,3.96,6.94,0.67,-0.05
07:00,3.89,6.68,1.05,-0.06
07:15,3.83,6.44,1.00,-0.06
07:30,3.79,6.24,1.39,-0.06
07:45,3.75,6.05,1.87,-0.06
08:00,3.74,5.91,2.35,-0.04
08:15,3.70,6.12,2.07,-0.05
08:30,3.67,6.34,2.40,-0.04
08:45,3.65,6.53,2.38,-0.02
09:00,3.65,6.63,2.37,0.02
09:15,3.67,6.73,2.10,-0.04
09:30,3.72,6.85,2.07,-0.03
09:45,3.78,7.01,2.60,0.23
10:00,3.79,7.11,3.70,2.18
10:15,3.80,7.24,4.02,2.87
10:30,3.82,7.53,4.29,3.64
10:45,3.84,7.81,4.23,3.49
11:00,3.85,8.03,4.17,3.33
11:15,3.87,7.84,3.77,2.49
11:30,3.87,7.61,3.51,1.97
11:45,3.86,7.30,3.61,2.29
12:00,3.81,6.92,3.77,2.64
12:15,3.75,6.40,3.07,1.43
12:30,3.71,5.97,2.57,0.48
12:45,3.66,5.56,2.62,0.57
13:00,3.59,5.23,2.40,0.36
13:15,3.51,5.00,2.16,0.16
13:30,3.41,4.80,1.87,0.09
13:45,3.30,4.64,3.15,1.20
14:00,3.18,4.54,3.67,1.73
14:15,3.06,4.50,3.66,2.33
14:30,2.95,4.51,3.25,1.24
14:45,2.86,4.55,4.70,5.57
15:00,2.79,4.61,4.17,3.80
15:15,2.73,4.67,4.47,4.19
15:30,2.69,4.72,5.27,8.03
15:45,2.66,4.74,4.71,6.01
16:00,2.64,4.75,5.51,8.48
16:15,2.66,4.73,5.72,10.09
16:30,2.69,4.70,5.44,8.09
16:45,2.74,4.66,6.06,11.96
17:00,2.81,4.59,5.34,8.59
17:15,2.88,4.52,5.13,9.00
17:30,2.97,4.48,5.90,12.23
17:45,3.06,4.50,6.29,12.86
18:00,3.16,4.60,5.05,8.68
18:15,3.26,4.77,5.64,9.33
18:30,3.37,5.01,5.23,7.85
18:45,3.46,5.26,5.60,9.09
19:00,3.54,5.51,6.25,11.24
19:15,3.59,5.71,7.76,21.32
19:30,3.61,5.88,8.40,26.49
19:45,3.61,6.00,7.12,16.72
20:00,3.59,6.05,6.22,11.56
20:15,3.56,5.67,9.29,33.67
20:30,3.52,5.32,9.11,33.32
20:45,3.48,5.02,6.77,14.63
21:00,3.44,4.79,5.52,8.69
21:15,3.38,4.60,8.36,27.53
21:30,3.31,4.49,8.66,31.55
21:45,3.23,4.45,9.99,40.75
22:00,3.16,4.44,9.50,37.62
22:15,3.10,4.42,8.96,32.16
22:30,3.06,4.39,8.70,29.36
22:45,3.03,4.37,8.38,27.57
23:00,3.01,4.35,7.82,22.66
23:15,2.99,4.44,7.50,19.85
23:30,2.99,4.52,6.74,15.39
23:45,3.01,4.56,5.92,10.66
20180822,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,4.93,13.80,5.34,7.94
00:15,4.87,14.33,5.11,7.05
00:30,4.87,14.94,7.55,21.62
00:45,5.04,15.82,10.85,45.52
01:00,5.27,16.70,9.38,36.60
01:15,5.57,18.39,9.03,35.03
01:30,5.95,20.23,8.58,27.52
01:45,6.40,22.26,8.71,32.93
02:00,6.83,24.37,8.58,28.98
02:15,7.27,26.77,10.23,41.14
02:30,7.72,29.92,10.80,45.71
02:45,8.19,32.31,13.24,47.77
03:00,8.69,33.56,14.90,48.63
03:15,9.24,35.20,15.60,46.80
03:30,9.78,37.18,16.56,46.04
03:45,10.30,39.71,16.37,42.35
04:00,10.79,42.07,16.16,42.00
04:15,11.22,43.13,16.25,41.93
04:30,11.66,43.71,16.35,41.91
04:45,12.06,44.20,16.14,41.95
05:00,12.44,44.51,16.41,41.95
05:15,12.76,44.32,16.62,41.86
05:30,13.01,44.15,16.95,41.99
05:45,13.05,44.06,17.50,41.91
06:00,13.04,44.03,18.48,41.87
06:15,12.98,43.99,18.17,41.84
06:30,12.87,43.91,18.34,41.89
06:45,12.72,43.74,18.70,41.90
07:00,12.61,43.61,18.78,41.84
07:15,12.49,43.57,18.32,41.88
07:30,12.37,43.29,17.26,41.82
07:45,12.23,42.55,16.50,41.84
08:00,12.09,41.76,16.79,41.89
08:15,11.96,41.37,15.50,41.81
08:30,11.85,40.96,15.50,41.83
08:45,11.76,40.61,15.10,41.93
09:00,11.70,40.46,13.81,41.92
09:15,11.69,41.00,13.56,41.92
09:30,11.69,41.64,13.15,41.92
09:45,11.70,42.03,11.65,36.07
10:00,11.71,42.27,11.62,41.40
10:15,11.72,42.40,11.49,41.81
10:30,11.74,42.67,10.28,-0.11
10:45,11.73,42.72,10.67,-0.08
11:00,11.71,42.62,9.86,0.06
11:15,11.70,42.31,10.44,1.95
11:30,11.66,41.98,10.07,-0.05
11:45,11.61,41.67,10.50,-0.06
12:00,11.55,41.35,9.92,-0.05
12:15,11.47,41.03,10.55,-0.06
12:30,11.39,40.75,10.27,-0.05
12:45,11.31,40.54,10.41,-0.05
13:00,11.24,40.35,10.93,-0.05
13:15,11.19,40.12,10.27,-0.06
13:30,11.15,39.88,10.84,-0.06
13:45,11.11,39.70,11.06,-0.06
14:00,11.07,39.55,11.36,-0.07
14:15,11.07,39.80,11.98,-0.06
14:30,11.06,40.03,11.91,-0.06
14:45,11.05,40.30,11.60,-0.06
15:00,11.06,40.56,11.48,-0.06
15:15,11.08,40.68,10.99,-0.06
15:30,11.10,40.75,10.70,-0.05
15:45,11.14,40.91,10.13,-0.06
16:00,11.18,41.15,9.82,-0.05
16:15,11.21,41.37,9.30,-0.06
16:30,11.24,41.54,10.01,-0.06
16:45,11.25,41.66,10.09,-0.05
17:00,11.26,41.73,9.96,-0.06
17:15,11.27,41.57,10.02,-0.06
17:30,11.27,41.50,9.69,-0.07
17:45,11.28,41.45,10.03,-0.06
18:00,11.29,41.32,10.61,-0.06
18:15,11.30,41.19,10.83,-0.06
18:30,11.29,41.12,10.23,-0.06
18:45,11.27,41.16,10.76,-0.06
19:00,11.24,41.18,10.64,-0.06
19:15,11.22,41.10,10.17,-0.06
19:30,11.21,41.01,9.82,-0.06
19:45,11.22,40.91,9.85,-0.06
20:00,11.24,40.76,10.19,-0.06
20:15,11.26,40.76,10.06,-0.05
20:30,11.28,40.80,9.50,-0.04
20:45,11.31,40.84,9.25,-0.05
21:00,11.40,40.91,9.79,-0.04
21:15,11.51,41.01,9.51,-0.05
21:30,11.60,41.11,9.67,-0.05
21:45,11.66,41.18,9.45,-0.05
22:00,11.68,41.20,9.78,-0.06
22:15,11.67,41.16,10.16,-0.06
22:30,11.65,41.05,10.04,-0.05
22:45,11.61,40.87,9.62,-0.05
23:00,11.56,40.73,10.02,-0.05
23:15,11.50,40.61,10.07,-0.05
23:30,11.40,40.51,10.28,-0.05
23:45,11.29,40.26,10.23,-0.05
20180823,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,12.81,43.76,9.79,-0.05
00:15,12.87,43.87,10.38,-0.05
00:30,12.94,43.97,11.25,-0.05
00:45,13.01,44.07,11.16,-0.05
01:00,13.09,44.15,10.89,-0.06
01:15,13.12,44.19,9.89,-0.05
01:30,13.10,44.24,9.57,-0.05
01:45,13.03,44.30,10.73,-0.05
02:00,12.90,44.38,10.51,-0.04
02:15,12.74,44.04,11.46,-0.05
02:30,12.50,43.58,13.16,-0.06
02:45,12.25,43.00,14.23,-0.06
03:00,11.96,42.27,13.57,-0.06
03:15,11.66,41.74,15.16,-0.05
03:30,11.35,41.12,12.16,-0.06
03:45,11.08,40.45,12.71,-0.05
04:00,10.86,39.75,11.84,-0.05
04:15,10.68,39.59,11.84,-0.05
04:30,10.54,39.45,10.56,-0.05
04:45,10.40,39.31,12.15,-0.05
05:00,10.32,39.21,12.86,-0.05
05:15,10.26,38.98,10.12,-0.06
05:30,10.23,38.78,8.22,-0.06
05:45,10.23,38.60,8.65,-0.06
06:00,10.23,38.42,8.93,-0.06
06:15,10.15,37.77,7.13,-0.06
06:30,10.05,37.07,6.41,-0.05
06:45,9.93,36.31,5.49,-0.05
07:00,9.81,35.52,6.05,-0.04
07:15,9.68,34.81,5.85,-0.05
07:30,9.54,34.06,5.61,-0.06
07:45,9.38,33.27,6.27,-0.05
08:00,9.19,32.39,6.09,-0.06
08:15,8.96,31.40,6.67,-0.06
08:30,8.73,30.36,5.60,-0.05
08:45,8.55,29.38,6.14,-0.06
09:00,8.38,28.38,6.38,-0.06
09:15,8.21,27.62,6.05,-0.05
09:30,8.05,26.86,5.80,-0.06
09:45,7.89,26.11,5.82,-0.06
10:00,7.75,25.35,5.52,-0.06
10:15,7.62,24.62,5.15,-0.06
10:30,7.52,23.92,5.07,-0.06
10:45,7.43,23.25,5.61,8.15
11:00,7.34,22.58,5.27,7.00
11:15,7.26,22.13,5.40,7.61
11:30,7.18,21.69,5.85,9.59
11:45,7.11,21.26,6.61,13.38
12:00,7.05,20.83,6.92,15.78
12:15,6.99,20.36,6.99,16.69
12:30,6.95,19.93,6.75,15.31
12:45,6.91,19.50,6.55,14.29
13:00,6.87,19.08,5.95,10.82
13:15,6.84,19.10,5.20,7.70
13:30,6.80,19.13,5.56,9.06
13:45,6.78,19.18,5.77,10.09
14:00,6.77,19.26,5.45,8.65
14:15,6.77,19.20,6.37,13.68
14:30,6.76,19.13,6.21,12.44
14:45,6.75,19.04,7.17,18.78
15:00,6.73,18.94,7.08,17.36
15:15,6.72,18.60,7.40,19.05
15:30,6.70,18.26,7.88,18.01
15:45,6.70,17.91,8.32,18.31
16:00,6.69,17.58,8.07,17.31
16:15,6.69,17.56,7.69,18.40
16:30,6.70,17.54,8.24,25.44
16:45,6.70,17.52,6.78,15.87
17:00,6.73,17.55,8.01,23.64
17:15,6.78,18.27,8.20,27.01
17:30,6.85,19.02,8.24,26.18
17:45,6.92,19.77,8.51,28.39
18:00,7.00,20.54,8.39,27.69
18:15,7.09,21.36,8.25,27.82
18:30,7.19,22.19,8.13,25.62
18:45,7.29,23.02,8.28,26.90
19:00,7.40,23.85,8.48,29.20
19:15,7.51,24.66,8.91,31.91
19:30,7.61,25.46,9.93,40.08
19:45,7.71,26.22,9.42,37.83
20:00,7.80,26.97,10.10,41.72
20:15,7.89,27.50,9.62,38.69
20:30,7.97,28.00,9.74,39.04
20:45,8.06,28.50,10.29,44.06
21:00,8.14,28.98,9.21,35.55
21:15,8.21,29.45,8.39,27.17
21:30,8.29,29.90,8.32,28.12
21:45,8.37,30.36,9.00,33.76
22:00,8.45,30.81,8.57,30.56
22:15,8.52,31.22,8.90,32.75
22:30,8.57,31.59,9.32,36.75
22:45,8.61,31.93,9.91,39.88
23:00,8.63,32.24,10.37,43.27
23:15,8.63,32.03,9.13,35.23
23:30,8.61,31.78,9.83,41.53
23:45,8.58,31.50,9.44,36.47
20180824,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,8.41,32.10,9.83,40.28
00:15,8.39,31.83,10.40,44.17
00:30,8.37,31.55,10.22,42.32
00:45,8.35,31.26,9.92,40.70
01:00,8.32,30.95,9.92,40.28
01:15,8.28,30.57,9.35,37.38
01:30,8.16,30.04,9.02,33.64
01:45,8.03,29.47,8.86,32.39
02:00,7.88,28.88,9.07,33.56
02:15,7.72,27.75,9.48,36.09
02:30,7.56,26.57,8.84,31.92
02:45,7.39,25.37,7.63,20.89
03:00,7.21,24.12,6.73,14.01
03:15,7.03,22.89,6.25,11.51
03:30,6.84,21.64,6.11,11.70
03:45,6.68,20.42,6.23,11.90
04:00,6.52,19.22,6.01,10.90
04:15,6.40,18.19,6.16,12.20
04:30,6.31,17.24,6.12,11.81
04:45,6.26,16.35,5.94,10.61
05:00,6.23,15.51,6.33,12.02
05:15,6.24,15.85,6.78,14.45
05:30,6.27,16.24,6.98,16.63
05:45,6.32,16.67,7.10,18.03
06:00,6.38,17.14,6.87,16.23
06:15,6.47,17.62,6.96,16.44
06:30,6.57,18.14,7.08,17.52
06:45,6.67,18.65,7.26,17.87
07:00,6.76,19.14,7.27,17.96
07:15,6.82,19.60,6.82,15.37
07:30,6.87,20.01,6.69,14.16
07:45,6.88,20.37,6.55,13.25
08:00,6.88,20.69,6.29,12.23
08:15,6.86,20.26,6.45,12.74
08:30,6.83,19.81,6.01,10.57
08:45,6.79,19.34,5.70,9.38
09:00,6.74,18.84,5.22,7.31
09:15,6.68,18.57,5.08,7.13
09:30,6.61,18.28,4.66,5.78
09:45,6.55,18.00,4.63,5.42
10:00,6.49,17.74,4.76,5.51
10:15,6.45,17.52,4.87,5.96
10:30,6.42,17.32,5.26,7.16
10:45,6.39,17.13,5.71,8.85
11:00,6.36,16.93,5.78,8.57
11:15,6.33,16.82,5.43,7.88
11:30,6.29,16.70,5.83,9.66
11:45,6.27,16.61,5.90,9.73
12:00,6.25,16.51,5.69,9.23
12:15,6.21,16.37,6.20,11.42
12:30,6.17,16.21,6.01,11.07
12:45,6.11,16.03,6.38,12.87
13:00,6.05,15.83,6.41,12.84
13:15,5.98,15.58,6.36,12.73
13:30,5.92,15.32,5.98,10.05
13:45,5.85,15.07,5.52,8.20
14:00,5.79,14.82,5.54,8.48
14:15,5.70,14.46,5.43,8.00
14:30,5.61,14.10,5.60,9.48
14:45,5.53,13.75,5.70,9.36
15:00,5.44,13.40,5.48,8.78
15:15,5.36,13.09,5.64,9.65
15:30,5.28,12.78,5.67,9.30
15:45,5.20,12.49,5.61,9.22
16:00,5.12,12.19,5.89,9.92
16:15,5.04,11.91,5.55,8.67
16:30,4.96,11.63,5.00,6.69
16:45,4.88,11.36,5.34,8.13
17:00,4.81,11.09,5.66,10.83
17:15,4.74,10.77,5.68,9.08
17:30,4.67,10.46,5.04,7.07
17:45,4.61,10.16,4.97,6.40
18:00,4.55,9.87,4.88,5.92
18:15,4.49,9.54,3.96,3.25
18:30,4.43,9.22,4.18,4.22
18:45,4.37,8.90,5.08,6.84
19:00,4.31,8.60,3.39,2.02
19:15,4.26,8.29,4.86,5.21
19:30,4.22,8.00,5.12,7.02
19:45,4.20,7.75,5.51,8.30
20:00,4.18,7.51,4.44,4.82
20:15,4.19,7.65,5.02,5.99
20:30,4.20,7.80,5.25,7.09
20:45,4.22,7.97,5.34,7.41
21:00,4.25,8.15,5.09,6.52
21:15,4.28,8.40,5.05,6.22
21:30,4.32,8.67,4.85,6.05
21:45,4.36,8.94,4.70,5.29
22:00,4.39,9.22,4.54,4.77
22:15,4.41,9.45,4.50,4.70
22:30,4.42,9.67,4.71,5.03
22:45,4.42,9.87,4.11,3.28
23:00,4.40,10.05,3.76,2.60
23:15,4.39,9.89,3.53,2.11
23:30,4.36,9.72,3.30,1.74
23:45,4.34,9.55,2.75,0.58
20180825,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,4.37,13.54,2.57,0.22
00:15,4.27,13.01,2.30,0.21
00:30,4.17,12.39,2.22,-0.00
00:45,4.07,11.69,1.73,-0.07
01:00,4.03,10.92,1.95,0.01
01:15,3.98,10.09,3.23,1.04
01:30,3.91,9.22,3.25,1.10
01:45,3.85,8.34,3.14,1.10
02:00,3.77,7.45,2.76,0.37
02:15,3.69,6.59,2.50,0.12
02:30,3.60,5.78,1.78,-0.02
02:45,3.52,5.06,1.88,-0.04
03:00,3.44,4.45,1.86,-0.05
03:15,3.37,3.94,2.10,-0.02
03:30,3.25,3.62,2.24,0.03
03:45,3.15,3.41,2.28,0.01
04:00,3.07,3.29,1.72,-0.01
04:15,3.01,3.23,1.94,-0.03
04:30,2.96,3.20,2.01,-0.03
04:45,2.94,3.20,2.67,0.54
05:00,2.93,3.22,2.79,0.38
05:15,2.93,3.24,2.92,0.76
05:30,2.93,3.26,3.26,1.29
05:45,2.94,3.27,3.36,1.44
06:00,2.93,3.29,3.05,0.97
06:15,2.93,3.30,2.84,0.79
06:30,2.91,3.30,2.86,0.91
06:45,2.88,3.29,2.97,0.95
07:00,2.84,3.29,2.80,0.77
07:15,2.79,3.29,2.63,0.60
07:30,2.71,3.30,2.50,0.19
07:45,2.62,3.34,2.54,0.09
08:00,2.52,3.43,2.43,0.07
08:15,2.39,3.59,1.72,-0.06
08:30,2.25,3.86,2.08,-0.04
08:45,2.10,4.24,2.26,-0.00
09:00,1.95,4.71,2.07,-0.06
09:15,1.80,5.26,2.31,-0.02
09:30,1.67,5.82,2.93,0.20
09:45,1.55,6.34,3.18,0.94
10:00,1.44,6.77,3.28,1.34
10:15,1.36,7.06,3.10,1.12
10:30,1.30,7.22,3.41,1.63
10:45,1.27,7.24,3.61,2.04
11:00,1.26,7.20,3.51,1.75
11:15,1.26,7.13,3.17,1.31
11:30,1.27,7.07,2.93,0.94
11:45,1.29,7.04,2.87,0.71
12:00,1.31,7.03,2.70,0.60
12:15,1.32,7.06,2.85,0.92
12:30,1.33,7.12,3.48,1.72
12:45,1.33,7.19,3.22,1.13
13:00,1.34,7.27,3.85,2.53
13:15,1.35,7.33,5.03,6.52
13:30,1.37,7.33,5.62,9.00
13:45,1.40,7.23,5.77,8.40
14:00,1.45,7.02,5.71,10.39
14:15,1.52,6.67,6.34,12.45
14:30,1.61,6.20,7.46,19.73
14:45,1.73,5.65,7.69,20.10
15:00,1.86,5.07,7.89,22.99
15:15,2.01,4.53,7.66,21.09
15:30,2.18,4.03,7.36,17.36
15:45,2.36,3.64,6.82,14.51
16:00,2.54,3.36,6.99,15.58
16:15,2.72,3.20,6.90,15.56
16:30,2.91,3.15,6.54,13.23
16:45,3.09,3.20,6.49,13.10
17:00,3.30,3.34,7.26,17.99
17:15,3.52,3.59,7.37,19.03
17:30,3.74,4.01,8.12,25.15
17:45,3.96,4.66,6.80,15.29
18:00,4.17,5.60,5.93,10.03
18:15,4.37,6.88,6.03,10.54
18:30,4.65,8.47,5.75,8.99
18:45,4.95,10.45,5.62,9.08
19:00,5.27,12.81,5.61,8.49
19:15,5.61,15.51,5.48,8.11
19:30,5.96,18.47,5.04,6.29
19:45,6.31,21.60,5.46,8.16
20:00,6.68,24.78,6.22,11.86
20:15,7.06,27.90,5.87,9.95
20:30,7.48,30.86,5.73,9.33
20:45,7.68,33.63,5.30,7.94
21:00,7.81,36.15,5.26,7.24
21:15,7.92,38.39,5.10,6.74
21:30,7.99,40.33,5.03,6.66
21:45,8.03,42.01,5.39,8.47
22:00,8.02,43.42,6.44,12.71
22:15,7.97,44.60,7.19,17.41
22:30,7.86,45.57,7.40,20.00
22:45,7.71,46.34,7.54,20.23
23:00,7.50,46.94,7.25,19.17
23:15,7.45,47.03,6.73,15.57
23:30,7.42,46.80,7.69,22.05
23:45,7.37,46.34,7.03,16.92
20180826,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,7.50,45.41,6.61,14.22
00:15,7.60,44.30,6.01,10.63
00:30,7.68,43.02,5.13,6.88
00:45,7.75,41.57,4.68,5.66
01:00,7.81,39.96,4.75,6.13
01:15,7.85,38.23,5.51,8.49
01:30,7.90,36.40,5.73,9.45
01:45,7.96,34.51,5.57,9.08
02:00,7.97,32.61,5.79,9.72
02:15,7.95,30.75,5.86,10.32
02:30,7.73,28.96,6.16,11.77
02:45,7.52,27.25,6.11,11.57
03:00,7.30,25.59,5.45,8.82
03:15,7.09,24.03,5.61,8.48
03:30,6.80,22.55,5.61,8.65
03:45,6.53,21.16,5.48,8.17
04:00,6.26,19.86,5.16,7.38
04:15,5.99,18.62,5.14,7.01
04:30,5.72,17.44,4.88,5.79
04:45,5.45,16.32,4.60,5.34
05:00,5.16,15.24,4.61,5.06
05:15,4.89,14.22,4.27,3.98
05:30,4.61,13.22,3.99,3.02
05:45,4.34,12.28,3.91,2.86
06:00,4.15,11.34,3.96,2.99
06:15,4.04,10.43,3.93,2.75
06:30,3.94,9.55,3.72,2.12
06:45,3.83,8.72,3.55,1.89
07:00,3.73,7.92,4.41,4.03
07:15,3.63,7.15,4.35,4.45
07:30,3.54,6.41,4.16,3.87
07:45,3.45,5.69,4.30,4.02
08:00,3.34,5.01,3.30,1.84
08:15,3.24,4.38,3.16,1.57
08:30,3.11,3.86,3.24,1.54
08:45,2.90,3.59,3.06,1.22
09:00,2.69,3.49,2.73,0.83
09:15,2.48,3.58,2.65,0.58
09:30,2.29,3.82,2.43,0.30
09:45,2.10,4.20,1.84,0.00
10:00,1.94,4.63,0.67,-0.06
10:15,1.79,5.08,0.45,-0.06
10:30,1.67,5.49,0.92,-0.05
10:45,1.56,5.84,1.25,-0.06
11:00,1.48,6.11,1.72,-0.07
11:15,1.41,6.31,1.86,-0.04
11:30,1.37,6.47,1.64,-0.06
11:45,1.34,6.58,1.54,-0.05
12:00,1.33,6.66,1.27,-0.06
12:15,1.34,6.69,1.46,-0.05
12:30,1.35,6.69,1.44,-0.05
12:45,1.37,6.64,1.57,-0.03
13:00,1.41,6.52,1.58,0.01
13:15,1.47,6.32,1.63,0.05
13:30,1.54,6.06,1.53,-0.02
13:45,1.63,5.74,1.66,-0.05
14:00,1.74,5.36,1.64,-0.00
14:15,1.86,4.94,1.69,-0.03
14:30,2.00,4.52,1.66,-0.06
14:45,2.14,4.11,1.97,0.26
15:00,2.30,3.76,1.73,0.07
15:15,2.47,3.47,1.91,0.10
15:30,2.64,3.27,1.71,-0.00
15:45,2.81,3.15,1.94,0.06
16:00,2.97,3.12,1.61,-0.01
16:15,3.12,3.16,2.00,0.03
16:30,3.25,3.23,2.16,0.31
16:45,3.37,3.30,2.15,0.18
17:00,3.46,3.35,2.31,0.28
17:15,3.54,3.33,2.70,0.59
17:30,3.61,3.25,2.61,0.50
17:45,3.65,3.12,2.58,0.53
18:00,3.69,2.96,2.48,0.31
18:15,3.85,2.57,2.71,0.47
18:30,4.02,2.13,3.17,1.27
18:45,4.20,1.66,3.57,1.94
19:00,4.39,1.18,3.20,1.40
19:15,4.59,0.69,3.53,2.20
19:30,4.79,0.50,4.24,3.69
19:45,5.00,0.50,3.99,3.11
20:00,5.21,0.50,3.68,2.37
20:15,5.45,0.50,3.87,2.67
20:30,5.69,0.50,3.82,2.73
20:45,5.82,0.50,3.83,2.76
21:00,5.94,0.50,4.13,3.45
21:15,6.06,0.50,4.48,4.58
21:30,6.18,1.02,5.22,6.57
21:45,6.29,1.72,5.13,6.54
22:00,6.40,2.45,5.15,6.34
22:15,6.51,3.15,5.52,7.42
22:30,6.61,3.77,5.37,6.89
22:45,6.69,4.28,5.45,7.33
23:00,6.75,4.59,5.12,6.13
23:15,6.79,4.67,4.27,3.75
23:30,6.81,4.55,5.42,7.18
23:45,6.82,4.27,6.84,13.95
20180827,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,8.05,27.55,7.66,19.14
00:15,8.08,27.30,8.03,22.43
00:30,8.10,27.21,9.36,34.08
00:45,8.13,27.38,9.73,36.67
01:00,8.14,27.70,9.83,36.67
01:15,8.15,27.97,9.44,35.11
01:30,8.15,28.26,9.21,32.88
01:45,8.14,28.50,9.50,34.34
02:00,8.12,28.60,9.50,36.94
02:15,8.09,28.15,8.65,30.21
02:30,8.05,27.57,8.16,25.59
02:45,8.00,26.93,7.61,20.54
03:00,7.93,26.18,6.63,14.21
03:15,7.84,25.57,4.55,4.94
03:30,7.75,24.95,3.56,2.32
03:45,7.67,24.38,3.30,1.98
04:00,7.60,23.85,2.99,1.16
04:15,7.54,23.21,3.46,2.25
04:30,7.51,22.54,2.97,1.03
04:45,7.48,21.96,3.11,1.36
05:00,7.44,21.82,3.56,2.01
05:15,7.40,22.04,4.14,3.39
05:30,7.36,22.09,4.22,3.93
05:45,7.32,21.68,7.46,19.39
06:00,7.28,21.01,6.84,14.14
06:15,7.25,20.46,6.05,10.16
06:30,7.21,20.12,6.10,10.66
06:45,7.16,19.87,5.58,8.36
07:00,7.12,19.45,5.71,8.62
07:15,7.07,19.20,6.00,9.83
07:30,7.01,19.11,4.79,5.32
07:45,6.95,19.29,4.32,4.25
08:00,6.86,19.32,4.44,4.42
08:15,6.75,18.52,5.21,6.67
08:30,6.73,17.68,5.64,8.97
08:45,6.69,16.76,5.61,8.53
09:00,6.65,15.78,4.67,5.16
09:15,6.59,14.48,5.30,7.27
09:30,6.53,13.43,5.49,8.05
09:45,6.48,12.45,4.41,4.40
10:00,6.44,11.30,4.59,4.69
10:15,6.41,11.28,4.45,4.27
10:30,6.38,11.52,4.11,3.68
10:45,6.33,12.25,5.05,6.41
11:00,6.16,13.16,4.91,5.69
11:15,5.94,13.18,5.12,6.04
11:30,5.69,12.42,4.29,3.86
11:45,5.43,11.14,3.85,3.37
12:00,5.16,9.76,4.38,4.56
12:15,4.88,8.62,3.88,2.90
12:30,4.58,7.69,3.69,2.61
12:45,4.29,7.00,4.92,6.02
13:00,4.01,6.45,5.32,7.17
13:15,3.82,6.02,6.14,10.69
13:30,3.73,5.74,6.18,11.28
13:45,3.72,5.58,5.44,8.10
14:00,3.81,5.57,6.30,11.12
14:15,3.99,6.86,6.32,11.46
14:30,4.28,8.57,6.54,12.84
14:45,4.62,10.67,7.27,16.19
15:00,5.02,13.16,8.06,16.87
15:15,5.47,15.96,8.40,17.12
15:30,5.96,18.88,9.22,16.63
15:45,6.45,21.74,8.93,16.32
16:00,6.79,24.15,8.69,15.07
16:15,7.14,26.52,9.34,15.28
16:30,7.43,28.73,10.74,14.06
16:45,7.66,30.76,12.14,15.25
17:00,7.82,32.59,13.88,17.71
17:15,7.95,33.16,14.48,20.05
17:30,8.05,33.72,15.07,19.33
17:45,8.13,34.16,14.16,20.77
18:00,8.20,34.67,14.35,20.78
18:15,8.26,35.21,14.31,24.05
18:30,8.43,35.69,14.58,24.24
18:45,8.59,36.07,14.78,27.23
19:00,8.74,36.50,14.80,33.69
19:15,8.88,37.12,14.75,41.56
19:30,9.01,37.72,14.32,42.88
19:45,9.14,38.31,14.38,46.29
20:00,9.27,39.04,14.31,48.00
20:15,9.38,39.61,14.02,48.08
20:30,9.46,40.11,13.63,47.07
20:45,9.51,40.54,13.20,47.43
21:00,9.54,40.89,13.41,47.47
21:15,9.55,41.00,12.45,44.77
21:30,9.56,41.02,12.64,42.15
21:45,9.55,40.99,12.10,42.97
22:00,9.53,40.95,11.60,45.15
22:15,9.49,40.88,11.45,48.25
22:30,9.43,40.74,10.74,41.97
22:45,9.34,40.59,10.42,44.66
23:00,9.24,40.44,9.93,39.59
23:15,9.14,39.77,10.07,41.28
23:30,9.04,39.18,10.24,42.45
23:45,8.95,38.68,10.94,46.94
20180828,短期预测风速(m/s),短期预测功率(MW),实测风速(m/s),实测功率(MW)
00:00,8.86,38.15,11.75,44.59
00:15,8.76,37.69,11.54,38.24
00:30,8.66,37.30,11.92,46.06
00:45,8.56,36.90,11.92,45.57
01:00,8.48,36.37,11.68,49.01
01:15,8.44,35.73,11.74,49.85
01:30,8.45,35.09,11.53,49.38
01:45,8.47,34.41,11.03,47.49
02:00,8.51,33.91,10.76,46.03
02:15,8.57,33.82,10.61,44.31
